id_sewa,nama_barang,jenis,tanggal_sewa,durasi_sewa,hari,bulan,stok_saat_itu,total_biaya
MIP-00316,TV Sony 65 Inch,TV,2025-07-18,7,Friday,7,1,5139728
MIP-00317,TV LG 43 Inch,TV,2025-12-26,1,Friday,12,10,291484
MIP-00318,TV Panasonic 43 Inch,TV,2024-06-26,4,Wednesday,6,15,1040958
MIP-00319,TV Panasonic 43 Inch,TV,2025-04-10,7,Thursday,4,2,1570777
MIP-00320,Screen 3x4,Screen,2025-03-16,1,Sunday,3,10,551836
MIP-00321,TV Samsung 75 Inch,TV,2025-01-24,5,Friday,1,8,8491009
MIP-00322,TV Samsung 75 Inch,TV,2025-03-27,4,Thursday,3,3,6732959
MIP-00323,TV Samsung 75 Inch,TV,2025-04-15,10,Tuesday,4,4,15290830
MIP-00324,Screen 2x3,Screen,2024-04-10,1,Wednesday,4,11,326736
MIP-00325,TV LG 43 Inch,TV,2025-10-13,5,Monday,10,5,1080569
MIP-00326,TV Samsung 75 Inch,TV,2025-10-19,3,Sunday,10,4,4324247
MIP-00327,TV Sony 65 Inch,TV,2025-06-11,9,Wednesday,6,3,8259883
MIP-00328,TV LG 43 Inch,TV,2024-06-10,9,Monday,6,7,2229705
MIP-00329,Screen 3x4,Screen,2025-05-02,6,Friday,5,4,3002223
MIP-00330,Screen 2x3,Screen,2024-02-23,10,Friday,2,15,3545996
MIP-00331,TV Panasonic 43 Inch,TV,2025-02-01,10,Saturday,2,3,2148566
MIP-00332,TV LG 43 Inch,TV,2025-02-12,4,Wednesday,2,10,862497
MIP-00333,TV Samsung 75 Inch,TV,2025-05-16,5,Friday,5,7,6546866
MIP-00334,Epson 6000 Lumens,Proyektor,2025-06-02,4,Monday,6,12,3884697
MIP-00335,Screen 2x3,Screen,2024-08-12,7,Monday,8,8,2656076
MIP-00336,Epson 10000 Lumens,Proyektor,2024-08-13,7,Tuesday,8,4,12880785
MIP-00337,Screen 2x3,Screen,2025-06-23,6,Monday,6,12,2225378
MIP-00338,TV Sony 65 Inch,TV,2024-12-04,5,Wednesday,12,4,4432718
MIP-00339,TV LG 43 Inch,TV,2025-05-03,2,Saturday,5,2,528514
MIP-00340,Epson 10000 Lumens,Proyektor,2025-02-25,2,Tuesday,2,5,3228987
MIP-00341,TV Panasonic 43 Inch,TV,2024-08-10,3,Saturday,8,13,674793
MIP-00342,Screen 2x3,Screen,2024-11-26,2,Tuesday,11,12,774294
MIP-00343,Epson 6000 Lumens,Proyektor,2025-03-21,9,Friday,3,5,7005374
MIP-00344,TV Panasonic 43 Inch,TV,2025-09-11,3,Thursday,9,13,802227
MIP-00345,Epson 6000 Lumens,Proyektor,2024-09-03,8,Tuesday,9,8,6109809
MIP-00346,TV LG 43 Inch,TV,2025-08-18,8,Monday,8,6,2158147
MIP-00347,TV Samsung 50 Inch,TV,2024-06-19,5,Wednesday,6,12,2287401
MIP-00348,Epson 10000 Lumens,Proyektor,2025-03-26,10,Wednesday,3,3,19607261
MIP-00349,Epson 10000 Lumens,Proyektor,2025-02-07,5,Friday,2,3,7523122
MIP-00350,Epson 6000 Lumens,Proyektor,2025-11-23,2,Sunday,11,2,1779881
MIP-00351,Epson 10000 Lumens,Proyektor,2024-11-10,9,Sunday,11,2,13571444
MIP-00352,TV Samsung 50 Inch,TV,2025-12-09,8,Tuesday,12,3,4046495
MIP-00353,Screen 3x4,Screen,2025-04-06,4,Sunday,4,4,2413286
MIP-00354,Screen 2x3,Screen,2025-09-06,9,Saturday,9,15,3021814
MIP-00355,TV LG 43 Inch,TV,2024-06-12,2,Wednesday,6,8,591085
MIP-00356,Epson 10000 Lumens,Proyektor,2025-09-19,7,Friday,9,5,13833961
MIP-00357,TV Samsung 50 Inch,TV,2025-10-11,8,Saturday,10,6,3304215
MIP-00358,TV Panasonic 43 Inch,TV,2024-02-07,3,Wednesday,2,15,786685
MIP-00359,TV Samsung 50 Inch,TV,2025-06-20,3,Friday,6,11,1356053
MIP-00360,TV Samsung 50 Inch,TV,2024-09-28,7,Saturday,9,10,3192049
MIP-00361,TV Samsung 75 Inch,TV,2025-05-19,1,Monday,5,4,1545699
MIP-00362,TV LG 43 Inch,TV,2025-07-16,4,Wednesday,7,8,1141725
MIP-00363,TV Samsung 75 Inch,TV,2024-06-15,9,Saturday,6,3,13934989
MIP-00364,TV LG 43 Inch,TV,2024-12-02,1,Monday,12,7,292029
MIP-00365,Screen 3x4,Screen,2024-02-12,4,Monday,2,10,1952092
MIP-00366,Screen 3x4,Screen,2024-06-16,3,Sunday,6,5,1780149
MIP-00367,TV LG 43 Inch,TV,2025-04-02,9,Wednesday,4,4,2018659
MIP-00368,TV Sony 65 Inch,TV,2025-01-09,3,Thursday,1,3,2652489
MIP-00369,Epson 10000 Lumens,Proyektor,2024-11-26,5,Tuesday,11,1,8364016
MIP-00370,TV Samsung 50 Inch,TV,2024-02-28,1,Wednesday,2,9,421077
MIP-00371,TV Sony 65 Inch,TV,2025-03-27,1,Thursday,3,3,834016
MIP-00372,Screen 3x4,Screen,2025-07-22,8,Tuesday,7,10,3829103
MIP-00373,TV Samsung 50 Inch,TV,2024-03-22,10,Friday,3,1,4610947
MIP-00374,TV Samsung 75 Inch,TV,2024-07-26,2,Friday,7,2,2808715
MIP-00375,TV Sony 65 Inch,TV,2024-01-20,9,Saturday,1,4,6318864
MIP-00376,Screen 3x4,Screen,2024-05-13,10,Monday,5,6,5418632
MIP-00377,Screen 2x3,Screen,2024-03-05,3,Tuesday,3,10,925860
MIP-00378,TV LG 43 Inch,TV,2024-09-04,6,Wednesday,9,9,1556342
MIP-00379,TV LG 43 Inch,TV,2025-10-11,4,Saturday,10,10,1067717
MIP-00380,Screen 3x4,Screen,2025-11-20,3,Thursday,11,5,1843078
MIP-00381,TV LG 43 Inch,TV,2024-09-04,1,Wednesday,9,9,253515
MIP-00382,Screen 2x3,Screen,2025-03-11,1,Tuesday,3,5,320012
MIP-00383,TV Panasonic 43 Inch,TV,2024-06-09,2,Sunday,6,7,530830
MIP-00384,Epson 10000 Lumens,Proyektor,2025-05-18,3,Sunday,5,1,5433934
MIP-00385,TV Samsung 75 Inch,TV,2024-03-13,6,Wednesday,3,7,9809240
MIP-00386,Screen 3x4,Screen,2024-07-05,5,Friday,7,10,2676855
MIP-00387,Epson 10000 Lumens,Proyektor,2024-04-01,2,Monday,4,3,3840980
MIP-00388,TV Panasonic 43 Inch,TV,2024-07-25,1,Thursday,7,14,269833
MIP-00389,Epson 6000 Lumens,Proyektor,2025-12-14,5,Sunday,12,3,4989640
MIP-00390,Screen 2x3,Screen,2025-06-18,9,Wednesday,6,20,3329757
MIP-00391,Epson 10000 Lumens,Proyektor,2024-06-25,10,Tuesday,6,1,18050368
MIP-00392,TV LG 43 Inch,TV,2025-10-23,9,Thursday,10,10,2492201
MIP-00393,Epson 10000 Lumens,Proyektor,2024-10-11,5,Friday,10,4,8516620
MIP-00394,TV Sony 65 Inch,TV,2024-01-18,6,Thursday,1,1,4859572
MIP-00395,TV Samsung 75 Inch,TV,2024-08-21,7,Wednesday,8,6,9106856
MIP-00396,TV LG 43 Inch,TV,2024-05-16,1,Thursday,5,3,244670
MIP-00397,TV Sony 65 Inch,TV,2025-05-13,6,Tuesday,5,5,4908589
MIP-00398,Screen 2x3,Screen,2024-11-20,10,Wednesday,11,7,3915458
MIP-00399,TV Sony 65 Inch,TV,2025-06-20,3,Friday,6,5,2683688
MIP-00400,TV Samsung 50 Inch,TV,2024-12-01,9,Sunday,12,3,4436890
MIP-00401,Epson 6000 Lumens,Proyektor,2025-03-04,3,Tuesday,3,14,2177726
MIP-00402,TV Panasonic 43 Inch,TV,2025-12-16,9,Tuesday,12,15,2639080
MIP-00403,Epson 10000 Lumens,Proyektor,2024-11-30,4,Saturday,11,3,8044082
MIP-00404,TV Panasonic 43 Inch,TV,2025-05-21,4,Wednesday,5,15,863595
MIP-00405,TV Samsung 75 Inch,TV,2025-05-18,9,Sunday,5,1,13828111
MIP-00406,Screen 3x4,Screen,2025-04-29,3,Tuesday,4,7,1709634
MIP-00407,TV Samsung 50 Inch,TV,2025-12-27,3,Saturday,12,10,1457931
MIP-00408,TV Samsung 50 Inch,TV,2024-09-25,6,Wednesday,9,8,2607831
MIP-00409,TV Panasonic 43 Inch,TV,2025-10-11,1,Saturday,10,2,256350
MIP-00410,TV Samsung 75 Inch,TV,2025-05-19,3,Monday,5,6,5092742
MIP-00411,TV Samsung 50 Inch,TV,2025-08-08,7,Friday,8,4,3411567
MIP-00412,TV Samsung 50 Inch,TV,2025-01-26,1,Sunday,1,6,445138
MIP-00413,TV Panasonic 43 Inch,TV,2025-11-18,6,Tuesday,11,14,1468043
MIP-00414,TV Panasonic 43 Inch,TV,2024-09-20,1,Friday,9,6,255752
MIP-00415,Screen 2x3,Screen,2025-03-26,3,Wednesday,3,16,1072416
MIP-00416,Screen 3x4,Screen,2025-05-22,5,Thursday,5,6,2528914
MIP-00417,Screen 2x3,Screen,2024-07-26,5,Friday,7,10,1941327
MIP-00418,TV LG 43 Inch,TV,2025-03-25,10,Tuesday,3,9,2228826
MIP-00419,TV Samsung 75 Inch,TV,2024-11-10,5,Sunday,11,4,8615169
MIP-00420,TV Samsung 50 Inch,TV,2024-01-14,2,Sunday,1,6,862856
MIP-00421,Epson 10000 Lumens,Proyektor,2025-02-28,9,Friday,2,2,16452319
MIP-00422,TV Samsung 75 Inch,TV,2025-12-21,2,Sunday,12,8,2867230
MIP-00423,Epson 10000 Lumens,Proyektor,2024-08-09,6,Friday,8,2,10613195
MIP-00424,Screen 3x4,Screen,2025-08-09,8,Saturday,8,6,3865279
MIP-00425,Screen 3x4,Screen,2025-06-02,8,Monday,6,5,4439582
MIP-00426,TV Sony 65 Inch,TV,2025-04-09,7,Wednesday,4,5,5799905
MIP-00427,TV Samsung 50 Inch,TV,2024-12-15,3,Sunday,12,2,1506010
MIP-00428,TV Panasonic 43 Inch,TV,2025-12-28,10,Sunday,12,15,2431115
MIP-00429,Screen 2x3,Screen,2024-04-19,8,Friday,4,10,2564553
MIP-00430,TV Samsung 50 Inch,TV,2024-03-26,4,Tuesday,3,6,1609337
MIP-00431,TV Samsung 75 Inch,TV,2024-10-28,5,Monday,10,2,7451616
MIP-00432,Screen 3x4,Screen,2024-05-24,1,Friday,5,10,543331
MIP-00433,TV Samsung 50 Inch,TV,2024-03-29,2,Friday,3,8,945147
MIP-00434,TV Samsung 50 Inch,TV,2025-10-21,10,Tuesday,10,2,4088474
MIP-00435,TV LG 43 Inch,TV,2024-08-14,2,Wednesday,8,7,443484
MIP-00436,TV LG 43 Inch,TV,2024-08-16,6,Friday,8,9,1530477
MIP-00437,Epson 10000 Lumens,Proyektor,2024-07-09,6,Tuesday,7,5,11617315
MIP-00438,TV Panasonic 43 Inch,TV,2025-02-25,8,Tuesday,2,14,2035259
MIP-00439,TV Panasonic 43 Inch,TV,2024-06-25,5,Tuesday,6,9,1253171
MIP-00440,Epson 6000 Lumens,Proyektor,2025-02-09,4,Sunday,2,15,2890666
MIP-00441,Screen 2x3,Screen,2025-04-25,1,Friday,4,17,334378
MIP-00442,TV Panasonic 43 Inch,TV,2024-11-10,10,Sunday,11,13,2714359
MIP-00443,Screen 2x3,Screen,2025-12-22,1,Monday,12,13,406428
MIP-00444,Epson 6000 Lumens,Proyektor,2025-08-28,5,Thursday,8,1,3670451
MIP-00445,TV Samsung 75 Inch,TV,2025-04-15,4,Tuesday,4,1,5601247
MIP-00446,Screen 3x4,Screen,2025-12-20,9,Saturday,12,1,5201470
MIP-00447,TV Samsung 75 Inch,TV,2024-02-11,3,Sunday,2,3,4838539
MIP-00448,TV Sony 65 Inch,TV,2025-01-24,6,Friday,1,5,4175277
MIP-00449,Epson 6000 Lumens,Proyektor,2024-05-28,3,Tuesday,5,8,2392238
MIP-00450,TV Samsung 75 Inch,TV,2024-01-28,2,Sunday,1,5,3107654
MIP-00451,Screen 3x4,Screen,2024-02-27,4,Tuesday,2,1,2317555
MIP-00452,TV Panasonic 43 Inch,TV,2025-11-26,1,Wednesday,11,8,219174
MIP-00453,TV Samsung 75 Inch,TV,2025-01-01,8,Wednesday,1,8,12342766
MIP-00454,Epson 6000 Lumens,Proyektor,2025-05-24,6,Saturday,5,10,5347727
MIP-00455,Screen 3x4,Screen,2024-10-09,1,Wednesday,10,9,468634
MIP-00456,TV Panasonic 43 Inch,TV,2024-03-27,7,Wednesday,3,6,1543705
MIP-00457,Screen 3x4,Screen,2025-03-08,4,Saturday,3,1,1949128
MIP-00458,TV Panasonic 43 Inch,TV,2024-01-25,5,Thursday,1,10,1281351
MIP-00459,Screen 3x4,Screen,2024-03-31,2,Sunday,3,3,969931
MIP-00460,Epson 10000 Lumens,Proyektor,2025-12-12,7,Friday,12,5,12570721
MIP-00461,TV Sony 65 Inch,TV,2025-08-07,2,Thursday,8,4,1714656
MIP-00462,TV Panasonic 43 Inch,TV,2025-12-17,8,Wednesday,12,13,2077814
MIP-00463,TV Samsung 75 Inch,TV,2025-11-26,2,Wednesday,11,4,2595314
MIP-00464,TV LG 43 Inch,TV,2024-07-09,10,Tuesday,7,5,2394406
MIP-00465,Screen 3x4,Screen,2025-06-12,6,Thursday,6,1,3341968
MIP-00466,Screen 3x4,Screen,2024-03-12,6,Tuesday,3,1,3559264
MIP-00467,Screen 3x4,Screen,2025-02-10,9,Monday,2,5,5100998
MIP-00468,Epson 10000 Lumens,Proyektor,2025-06-09,7,Monday,6,3,13172426
MIP-00469,Epson 6000 Lumens,Proyektor,2024-05-01,8,Wednesday,5,13,6432090
MIP-00470,TV Sony 65 Inch,TV,2024-05-07,5,Tuesday,5,4,3484129
MIP-00471,TV Samsung 75 Inch,TV,2024-08-24,2,Saturday,8,6,3051336
MIP-00472,TV Sony 65 Inch,TV,2025-08-05,8,Tuesday,8,2,6332057
MIP-00473,TV Panasonic 43 Inch,TV,2024-07-15,5,Monday,7,12,1223171
MIP-00474,TV Panasonic 43 Inch,TV,2025-09-25,4,Thursday,9,6,1080438
MIP-00475,Screen 2x3,Screen,2025-01-10,3,Friday,1,11,1153473
MIP-00476,TV LG 43 Inch,TV,2025-02-19,6,Wednesday,2,3,1644192
MIP-00477,Screen 3x4,Screen,2025-05-29,9,Thursday,5,7,5103740
MIP-00478,TV Sony 65 Inch,TV,2024-03-23,5,Saturday,3,1,3768659
MIP-00479,TV Samsung 50 Inch,TV,2025-05-08,10,Thursday,5,9,4284735
MIP-00480,Epson 6000 Lumens,Proyektor,2025-06-06,5,Friday,6,13,5102057
MIP-00481,TV Samsung 50 Inch,TV,2024-02-23,1,Friday,2,3,383807
MIP-00482,Screen 3x4,Screen,2024-08-26,10,Monday,8,4,5645781
MIP-00483,Epson 6000 Lumens,Proyektor,2024-03-12,7,Tuesday,3,7,5293058
MIP-00484,TV LG 43 Inch,TV,2025-04-09,8,Wednesday,4,8,1855633
MIP-00485,Screen 2x3,Screen,2025-10-24,10,Friday,10,20,3670936
MIP-00486,Epson 6000 Lumens,Proyektor,2024-01-21,5,Sunday,1,4,4581705
MIP-00487,TV Samsung 50 Inch,TV,2024-01-30,3,Tuesday,1,11,1429851
MIP-00488,TV Panasonic 43 Inch,TV,2025-07-03,6,Thursday,7,15,1668803
MIP-00489,TV Samsung 50 Inch,TV,2025-09-29,5,Monday,9,4,1967865
MIP-00490,Screen 2x3,Screen,2024-05-26,10,Sunday,5,3,3808509
MIP-00491,Screen 2x3,Screen,2024-05-17,2,Friday,5,17,724942
MIP-00492,TV LG 43 Inch,TV,2024-01-04,7,Thursday,1,2,1496005
MIP-00493,Screen 2x3,Screen,2025-12-11,2,Thursday,12,4,791518
MIP-00494,Screen 2x3,Screen,2024-01-12,3,Friday,1,17,1105592
MIP-00495,Screen 3x4,Screen,2025-11-08,9,Saturday,11,10,4234803
MIP-00496,TV Sony 65 Inch,TV,2025-12-20,6,Saturday,12,2,4735690
MIP-00497,TV Samsung 50 Inch,TV,2024-07-19,10,Friday,7,2,3935158
MIP-00498,Epson 6000 Lumens,Proyektor,2025-01-20,9,Monday,1,13,8717869
MIP-00499,TV Panasonic 43 Inch,TV,2025-10-19,8,Sunday,10,10,1904575
MIP-00500,TV Panasonic 43 Inch,TV,2025-09-30,4,Tuesday,9,1,1031644
MIP-00501,Screen 3x4,Screen,2025-02-03,5,Monday,2,8,2883513
MIP-00502,TV LG 43 Inch,TV,2025-08-21,7,Thursday,8,1,1553792
MIP-00503,TV Samsung 75 Inch,TV,2025-01-06,7,Monday,1,3,11221158
MIP-00504,Epson 6000 Lumens,Proyektor,2024-07-08,7,Monday,7,13,6512768
MIP-00505,Epson 10000 Lumens,Proyektor,2025-08-29,6,Friday,8,5,11023743
MIP-00506,Screen 2x3,Screen,2025-08-09,7,Saturday,8,11,2808192
MIP-00507,Epson 10000 Lumens,Proyektor,2025-03-12,1,Wednesday,3,5,1698919
MIP-00508,TV LG 43 Inch,TV,2025-04-19,4,Saturday,4,9,1060183
MIP-00509,Epson 6000 Lumens,Proyektor,2024-06-19,9,Wednesday,6,4,7920522
MIP-00510,TV Panasonic 43 Inch,TV,2025-09-18,10,Thursday,9,13,2348556
MIP-00511,TV LG 43 Inch,TV,2025-10-27,10,Monday,10,6,2740050
MIP-00512,Screen 3x4,Screen,2024-08-07,1,Wednesday,8,8,628710
MIP-00513,Epson 6000 Lumens,Proyektor,2025-10-27,6,Monday,10,11,5186390
MIP-00514,TV LG 43 Inch,TV,2025-08-23,6,Saturday,8,4,1411357
MIP-00515,Epson 6000 Lumens,Proyektor,2024-08-02,7,Friday,8,11,5625098
MIP-00516,TV Sony 65 Inch,TV,2024-11-29,3,Friday,11,1,2513833
MIP-00517,TV LG 43 Inch,TV,2025-09-13,8,Saturday,9,6,2291483
MIP-00518,Screen 3x4,Screen,2025-05-04,7,Sunday,5,2,4021824
MIP-00519,TV Sony 65 Inch,TV,2025-11-03,1,Monday,11,4,719009
MIP-00520,Screen 3x4,Screen,2025-05-27,7,Tuesday,5,9,3959990
MIP-00521,Screen 3x4,Screen,2024-10-09,9,Wednesday,10,3,4796024
MIP-00522,Epson 6000 Lumens,Proyektor,2025-10-05,6,Sunday,10,12,5064563
MIP-00523,Epson 10000 Lumens,Proyektor,2025-08-21,10,Thursday,8,4,15805055
MIP-00524,TV Panasonic 43 Inch,TV,2024-12-22,9,Sunday,12,10,2741669
MIP-00525,Epson 6000 Lumens,Proyektor,2025-02-08,7,Saturday,2,11,5462142
MIP-00526,TV Panasonic 43 Inch,TV,2024-09-15,7,Sunday,9,12,1961261
MIP-00527,Epson 10000 Lumens,Proyektor,2025-06-06,4,Friday,6,4,7068764
MIP-00528,Epson 10000 Lumens,Proyektor,2025-03-01,9,Saturday,3,5,15491951
MIP-00529,TV LG 43 Inch,TV,2025-03-08,9,Saturday,3,6,1926689
MIP-00530,TV Panasonic 43 Inch,TV,2024-09-07,7,Saturday,9,7,1683749
MIP-00531,TV Panasonic 43 Inch,TV,2025-01-30,6,Thursday,1,3,1505268
MIP-00532,Screen 2x3,Screen,2025-03-26,8,Wednesday,3,13,2862047
MIP-00533,TV LG 43 Inch,TV,2024-01-15,7,Monday,1,9,1510634
MIP-00534,TV Samsung 50 Inch,TV,2024-07-26,8,Friday,7,9,3380341
MIP-00535,Screen 2x3,Screen,2025-02-23,9,Sunday,2,6,2733355
MIP-00536,Screen 3x4,Screen,2025-10-19,9,Sunday,10,8,4289792
MIP-00537,TV Samsung 50 Inch,TV,2024-11-18,10,Monday,11,8,4634135
MIP-00538,TV Sony 65 Inch,TV,2025-01-01,2,Wednesday,1,5,1685221
MIP-00539,Screen 2x3,Screen,2025-03-14,3,Friday,3,14,1205142
MIP-00540,TV LG 43 Inch,TV,2025-12-26,7,Friday,12,3,1671254
MIP-00541,Epson 10000 Lumens,Proyektor,2025-06-23,4,Monday,6,1,8469488
MIP-00542,Epson 10000 Lumens,Proyektor,2025-09-29,7,Monday,9,4,12501929
MIP-00543,TV Panasonic 43 Inch,TV,2024-03-25,10,Monday,3,9,2805281
MIP-00544,Epson 6000 Lumens,Proyektor,2024-06-06,2,Thursday,6,1,1908552
MIP-00545,Epson 6000 Lumens,Proyektor,2024-10-29,8,Tuesday,10,7,6299262
MIP-00546,Epson 10000 Lumens,Proyektor,2025-06-16,10,Monday,6,5,19319169
MIP-00547,TV Samsung 50 Inch,TV,2025-06-20,10,Friday,6,6,4283726
MIP-00548,TV Panasonic 43 Inch,TV,2024-06-16,3,Sunday,6,3,751742
MIP-00549,Screen 3x4,Screen,2024-02-04,1,Sunday,2,1,499888
MIP-00550,Screen 3x4,Screen,2025-06-11,6,Wednesday,6,1,4038911
MIP-00551,Screen 2x3,Screen,2024-02-14,6,Wednesday,2,6,2156481
MIP-00552,Screen 3x4,Screen,2024-09-30,8,Monday,9,9,4268412
MIP-00553,TV Samsung 50 Inch,TV,2024-05-22,3,Wednesday,5,5,1373249
MIP-00554,TV Samsung 50 Inch,TV,2025-09-12,10,Friday,9,9,4106339
MIP-00555,TV Sony 65 Inch,TV,2025-09-02,5,Tuesday,9,5,3565750
MIP-00556,TV Samsung 50 Inch,TV,2024-07-17,2,Wednesday,7,12,948729
MIP-00557,TV Samsung 50 Inch,TV,2024-07-15,7,Monday,7,2,2820545
MIP-00558,Epson 6000 Lumens,Proyektor,2025-09-25,7,Thursday,9,7,6185654
MIP-00559,TV Panasonic 43 Inch,TV,2024-07-10,5,Wednesday,7,11,1149584
MIP-00560,TV LG 43 Inch,TV,2025-05-06,7,Tuesday,5,1,1889226
MIP-00561,TV Samsung 75 Inch,TV,2024-04-20,6,Saturday,4,8,7944336
MIP-00562,TV Samsung 75 Inch,TV,2024-01-07,10,Sunday,1,1,16190929
MIP-00563,TV Sony 65 Inch,TV,2025-11-16,8,Sunday,11,3,5884057
MIP-00564,TV Panasonic 43 Inch,TV,2025-11-18,5,Tuesday,11,7,1318494
MIP-00565,TV LG 43 Inch,TV,2025-10-30,8,Thursday,10,4,2106633
MIP-00566,TV LG 43 Inch,TV,2024-01-01,6,Monday,1,7,1314668
MIP-00567,Screen 3x4,Screen,2025-04-28,5,Monday,4,1,2759168
MIP-00568,Screen 3x4,Screen,2024-04-25,1,Thursday,4,4,517699
MIP-00569,TV Panasonic 43 Inch,TV,2024-01-27,2,Saturday,1,8,519706
MIP-00570,Epson 10000 Lumens,Proyektor,2024-09-12,4,Thursday,9,1,7092940
MIP-00571,Epson 6000 Lumens,Proyektor,2025-05-16,7,Friday,5,15,6628147
MIP-00572,Screen 3x4,Screen,2025-08-23,8,Saturday,8,4,4439682
MIP-00573,TV Sony 65 Inch,TV,2024-05-07,1,Tuesday,5,2,712966
MIP-00574,TV Samsung 50 Inch,TV,2024-11-20,5,Wednesday,11,3,2533966
MIP-00575,TV Samsung 50 Inch,TV,2025-09-03,6,Wednesday,9,6,2978542
MIP-00576,Epson 6000 Lumens,Proyektor,2024-11-22,1,Friday,11,1,781619
MIP-00577,Screen 2x3,Screen,2025-06-27,1,Friday,6,9,407965
MIP-00578,TV Panasonic 43 Inch,TV,2025-04-16,8,Wednesday,4,8,2074798
MIP-00579,Epson 10000 Lumens,Proyektor,2025-03-01,1,Saturday,3,3,1939758
MIP-00580,TV Panasonic 43 Inch,TV,2025-08-04,6,Monday,8,4,1627125
MIP-00581,Epson 6000 Lumens,Proyektor,2025-06-04,10,Wednesday,6,3,8673623
MIP-00582,Screen 3x4,Screen,2025-06-19,7,Thursday,6,9,3873628
MIP-00583,TV Panasonic 43 Inch,TV,2024-05-05,3,Sunday,5,2,711785
MIP-00584,TV Sony 65 Inch,TV,2025-04-15,9,Tuesday,4,3,7943720
MIP-00585,Screen 2x3,Screen,2025-04-21,6,Monday,4,19,1834049
MIP-00586,Screen 2x3,Screen,2025-11-10,10,Monday,11,1,3512369
MIP-00587,Epson 6000 Lumens,Proyektor,2025-11-23,7,Sunday,11,2,5956619
MIP-00588,Screen 3x4,Screen,2024-03-21,5,Thursday,3,6,3022102
MIP-00589,TV Samsung 50 Inch,TV,2024-02-14,1,Wednesday,2,10,387874
MIP-00590,Epson 6000 Lumens,Proyektor,2025-09-12,7,Friday,9,9,5757608
MIP-00591,Epson 6000 Lumens,Proyektor,2025-09-22,10,Monday,9,3,9183323
MIP-00592,Epson 10000 Lumens,Proyektor,2025-05-29,10,Thursday,5,2,18158525
MIP-00593,TV Samsung 50 Inch,TV,2024-01-10,7,Wednesday,1,4,3456942
MIP-00594,Screen 3x4,Screen,2025-11-12,3,Wednesday,11,8,1720683
MIP-00595,TV Samsung 75 Inch,TV,2025-05-08,2,Thursday,5,7,2975263
MIP-00596,Screen 2x3,Screen,2025-03-22,10,Saturday,3,10,3306906
MIP-00597,TV Sony 65 Inch,TV,2025-08-31,1,Sunday,8,1,735583
MIP-00598,Epson 10000 Lumens,Proyektor,2024-04-26,2,Friday,4,2,3989123
MIP-00599,TV Samsung 50 Inch,TV,2025-07-07,4,Monday,7,2,2024904
MIP-00600,TV Sony 65 Inch,TV,2025-02-07,8,Friday,2,3,6587064
MIP-00601,TV LG 43 Inch,TV,2025-06-21,9,Saturday,6,1,2604205
MIP-00602,Screen 2x3,Screen,2024-09-29,1,Sunday,9,3,342740
MIP-00603,Screen 2x3,Screen,2024-02-15,4,Thursday,2,1,1528140
MIP-00604,TV Samsung 75 Inch,TV,2024-05-13,4,Monday,5,1,5435555
MIP-00605,Epson 10000 Lumens,Proyektor,2025-03-11,4,Tuesday,3,3,7451762
MIP-00606,TV Samsung 75 Inch,TV,2025-08-12,8,Tuesday,8,4,12650420
MIP-00607,Epson 10000 Lumens,Proyektor,2024-07-23,7,Tuesday,7,4,11837279
MIP-00608,TV Panasonic 43 Inch,TV,2025-09-03,3,Wednesday,9,13,714369
MIP-00609,TV Panasonic 43 Inch,TV,2025-01-07,3,Tuesday,1,3,680640
MIP-00610,TV LG 43 Inch,TV,2024-03-09,3,Saturday,3,7,674737
MIP-00611,Screen 2x3,Screen,2025-02-08,8,Saturday,2,11,2650536
MIP-00612,TV Sony 65 Inch,TV,2024-01-14,10,Sunday,1,4,9032396
MIP-00613,TV Sony 65 Inch,TV,2025-05-30,10,Friday,5,2,7199012
MIP-00614,Epson 6000 Lumens,Proyektor,2024-01-12,1,Friday,1,6,906388
MIP-00615,TV Sony 65 Inch,TV,2025-06-03,10,Tuesday,6,5,8402662
MIP-00616,Screen 3x4,Screen,2024-09-09,6,Monday,9,6,3547454
MIP-00617,Screen 3x4,Screen,2024-05-08,10,Wednesday,5,6,5891268
MIP-00618,Epson 6000 Lumens,Proyektor,2024-08-29,6,Thursday,8,10,5077077
MIP-00619,TV Samsung 50 Inch,TV,2025-03-18,2,Tuesday,3,9,785221
MIP-00620,TV Samsung 75 Inch,TV,2024-06-28,10,Friday,6,2,14528759
MIP-00621,Epson 6000 Lumens,Proyektor,2025-04-21,7,Monday,4,5,5839151
MIP-00622,TV Sony 65 Inch,TV,2025-02-05,8,Wednesday,2,4,6625061
MIP-00623,Epson 10000 Lumens,Proyektor,2024-08-05,4,Monday,8,5,7034917
MIP-00624,TV Samsung 75 Inch,TV,2024-10-01,10,Tuesday,10,6,16159994
MIP-00625,TV Samsung 50 Inch,TV,2024-04-21,5,Sunday,4,6,2023604
MIP-00626,Epson 6000 Lumens,Proyektor,2025-08-10,2,Sunday,8,12,1453174
MIP-00627,Screen 3x4,Screen,2024-10-08,10,Tuesday,10,7,5624847
MIP-00628,TV LG 43 Inch,TV,2024-11-25,4,Monday,11,5,1037051
MIP-00629,TV Panasonic 43 Inch,TV,2025-12-10,1,Wednesday,12,12,253177
MIP-00630,TV LG 43 Inch,TV,2025-05-01,8,Thursday,5,4,1823603
MIP-00631,TV Samsung 50 Inch,TV,2024-09-12,1,Thursday,9,12,394205
